Date,Open,High,Low,Close,Adj Close,Volume,MA,MA2,Month,Year
2010-01-24,1095.199951171875,1095.199951171875,1095.199951171875,1095.199951171875,1095.199951171875,8.0,1110.80599609375,1189.3219989013671,1.0,2010.0
2010-01-25,1095.199951171875,1095.199951171875,1095.199951171875,1095.199951171875,1095.199951171875,8.0,1110.80599609375,1189.3219989013671,1.0,2010.0
2010-01-26,1097.9000244140625,1097.9000244140625,1097.9000244140625,1097.9000244140625,1097.9000244140625,4.0,1110.80599609375,1189.3219989013671,1.0,2010.0
2010-01-27,1084.4000244140625,1084.4000244140625,1084.4000244140625,1084.4000244140625,1084.4000244140625,206694.0,1110.80599609375,1189.3219989013671,1.0,2010.0
2010-01-28,1087.800048828125,1095.699951171875,1073.199951171875,1083.5999755859375,1083.5999755859375,101168.0,1110.80599609375,1189.3219989013671,1.0,2010.0
2010-01-29,1085.0,1090.800048828125,1074.5,1083.0,1083.0,11456.0,1110.80599609375,1189.3219989013671,1.0,2010.0
2010-01-30,1081.0,1107.300048828125,1076.800048828125,1104.300048828125,1104.300048828125,2452.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-01-31,1081.0,1107.300048828125,1076.800048828125,1104.300048828125,1104.300048828125,2452.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-01,1081.0,1107.300048828125,1076.800048828125,1104.300048828125,1104.300048828125,2452.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-02,1117.4000244140625,1118.5,1100.199951171875,1117.4000244140625,1117.4000244140625,3326.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-03,1115.800048828125,1124.9000244140625,1108.5999755859375,1111.4000244140625,1111.4000244140625,853.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-04,1110.0,1110.699951171875,1059.0,1062.4000244140625,1062.4000244140625,1426.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-05,1052.199951171875,1068.5,1045.199951171875,1052.199951171875,1052.199951171875,1956.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-06,1065.699951171875,1073.4000244140625,1061.5999755859375,1065.699951171875,1065.699951171875,549.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-07,1065.699951171875,1073.4000244140625,1061.5999755859375,1065.699951171875,1065.699951171875,549.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-08,1065.699951171875,1073.4000244140625,1061.5999755859375,1065.699951171875,1065.699951171875,549.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-09,1076.699951171875,1082.0,1063.0999755859375,1076.699951171875,1076.699951171875,387.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-10,1075.800048828125,1081.0999755859375,1063.300048828125,1075.800048828125,1075.800048828125,640.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-11,1076.800048828125,1097.0999755859375,1075.5999755859375,1094.199951171875,1094.199951171875,1491.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-12,1089.5,1092.0,1079.800048828125,1089.5,1089.5,197.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-13,1119.300048828125,1120.4000244140625,1092.4000244140625,1119.300048828125,1119.300048828125,928.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-14,1119.300048828125,1120.4000244140625,1092.4000244140625,1119.300048828125,1119.300048828125,928.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-15,1119.300048828125,1120.4000244140625,1092.4000244140625,1119.300048828125,1119.300048828125,928.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-16,1119.300048828125,1120.4000244140625,1092.4000244140625,1119.300048828125,1119.300048828125,928.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-17,1119.5,1127.0,1108.5,1119.5,1119.5,1083.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-18,1118.0,1123.699951171875,1100.800048828125,1118.0,1118.0,989.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-19,1121.300048828125,1126.199951171875,1099.699951171875,1121.300048828125,1121.300048828125,137.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-20,1112.5999755859375,1127.4000244140625,1110.0,1112.5999755859375,1112.5999755859375,124.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-21,1112.5999755859375,1127.4000244140625,1110.0,1112.5999755859375,1112.5999755859375,124.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-22,1112.5999755859375,1127.4000244140625,1110.0,1112.5999755859375,1112.5999755859375,124.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-23,1116.4000244140625,1118.300048828125,1102.5999755859375,1102.699951171875,1102.699951171875,152.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-24,1096.5,1096.5,1096.5,1096.5,1096.5,751.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-25,1107.800048828125,1108.199951171875,1088.699951171875,1107.800048828125,1107.800048828125,386.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-26,1106.800048828125,1118.300048828125,1106.800048828125,1118.300048828125,1118.300048828125,382.0,1110.80599609375,1189.3219989013671,2.0,2010.0
2010-02-27,1119.300048828125,1121.9000244140625,1113.5999755859375,1117.800048828125,1117.800048828125,184.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-02-28,1119.300048828125,1121.9000244140625,1113.5999755859375,1117.800048828125,1117.800048828125,184.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-03-01,1119.300048828125,1121.9000244140625,1113.5999755859375,1117.800048828125,1117.800048828125,184.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-03-02,1136.9000244140625,1137.4000244140625,1115.699951171875,1136.9000244140625,1136.9000244140625,155.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-03-03,1142.699951171875,1145.0,1133.699951171875,1142.699951171875,1142.699951171875,170.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-03-04,1132.5999755859375,1139.0,1128.5999755859375,1132.5999755859375,1132.5999755859375,118.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-03-05,1134.800048828125,1134.800048828125,1134.800048828125,1134.800048828125,1134.800048828125,129.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-03-06,1123.5999755859375,1123.5999755859375,1123.5999755859375,1123.5999755859375,1123.5999755859375,17.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-03-07,1123.5999755859375,1123.5999755859375,1123.5999755859375,1123.5999755859375,1123.5999755859375,17.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-03-08,1123.5999755859375,1123.5999755859375,1123.5999755859375,1123.5999755859375,1123.5999755859375,17.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-03-09,1122.0,1124.0,1113.0999755859375,1122.0,1122.0,27.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-03-10,1107.800048828125,1127.0999755859375,1106.9000244140625,1107.800048828125,1107.800048828125,21.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-03-11,1108.0,1108.0,1108.0,1108.0,1108.0,46.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-03-12,1101.5,1117.4000244140625,1099.9000244140625,1101.5,1101.5,135.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-03-13,1105.0999755859375,1107.0999755859375,1101.4000244140625,1105.0999755859375,1105.0999755859375,21.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-03-14,1105.0999755859375,1107.0999755859375,1101.4000244140625,1105.0999755859375,1105.0999755859375,21.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-03-15,1105.0999755859375,1107.0999755859375,1101.4000244140625,1105.0999755859375,1105.0999755859375,21.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-03-16,1122.199951171875,1127.0,1114.5,1122.199951171875,1122.199951171875,66.0,1110.80599609375,1189.3219989013671,3.0,2010.0
2010-03-17,1124.0,1131.4000244140625,1118.0,1124.0,1124.0,29.0,1110.9319970703125,1189.3219989013671,3.0,2010.0
2010-03-18,1127.4000244140625,1127.800048828125,1121.0999755859375,1127.4000244140625,1127.4000244140625,86.0,1111.117998046875,1189.3219989013671,3.0,2010.0
2010-03-19,1107.4000244140625,1107.4000244140625,1107.4000244140625,1107.4000244140625,1107.4000244140625,54.0,1110.547998046875,1189.3219989013671,3.0,2010.0
2010-03-20,1099.300048828125,1099.300048828125,1099.300048828125,1099.300048828125,1099.300048828125,71.0,1109.8719995117187,1189.3219989013671,3.0,2010.0
2010-03-21,1099.300048828125,1099.300048828125,1099.300048828125,1099.300048828125,1099.300048828125,71.0,1109.8719995117187,1189.3219989013671,3.0,2010.0
2010-03-22,1099.300048828125,1099.300048828125,1099.300048828125,1099.300048828125,1099.300048828125,71.0,1109.8719995117187,1189.3219989013671,3.0,2010.0
2010-03-23,1103.5,1103.5,1103.5,1103.5,1103.5,16.0,1109.1780004882812,1189.3219989013671,3.0,2010.0
2010-03-24,1088.5999755859375,1092.4000244140625,1085.5,1088.5999755859375,1088.5999755859375,9.0,1107.9360009765626,1189.3219989013671,3.0,2010.0
2010-03-25,1092.699951171875,1092.699951171875,1086.699951171875,1092.699951171875,1092.699951171875,8.0,1107.2119995117187,1189.3219989013671,3.0,2010.0
2010-03-26,1104.199951171875,1104.199951171875,1104.199951171875,1104.199951171875,1104.199951171875,5.0,1106.567998046875,1189.3219989013671,3.0,2010.0
2010-03-27,1110.300048828125,1110.300048828125,1110.300048828125,1110.300048828125,1110.300048828125,158733.0,1105.9219995117187,1189.3219989013671,3.0,2010.0
2010-03-28,1110.300048828125,1110.300048828125,1110.300048828125,1110.300048828125,1110.300048828125,158733.0,1105.9219995117187,1189.3219989013671,3.0,2010.0
2010-03-29,1110.300048828125,1110.300048828125,1110.300048828125,1110.300048828125,1110.300048828125,158733.0,1105.9219995117187,1189.3219989013671,3.0,2010.0
2010-03-30,1109.699951171875,1112.9000244140625,1101.0999755859375,1104.5,1104.5,56533.0,1105.41,1189.3219989013671,3.0,2010.0
2010-03-31,1103.0999755859375,1118.699951171875,1102.0,1113.300048828125,1113.300048828125,5950.0,1104.882001953125,1189.3219989013671,3.0,2010.0
2010-04-01,1125.0999755859375,1127.699951171875,1111.300048828125,1125.0999755859375,1125.0999755859375,2696.0,1105.1380004882812,1189.3219989013671,4.0,2010.0
2010-04-02,1122.300048828125,1133.300048828125,1119.9000244140625,1132.9000244140625,1132.9000244140625,567.0,1105.742001953125,1189.3219989013671,4.0,2010.0
2010-04-03,1122.300048828125,1133.300048828125,1119.9000244140625,1132.9000244140625,1132.9000244140625,567.0,1105.742001953125,1189.3219989013671,4.0,2010.0
2010-04-04,1122.300048828125,1133.300048828125,1119.9000244140625,1132.9000244140625,1132.9000244140625,567.0,1105.742001953125,1189.3219989013671,4.0,2010.0
2010-04-05,1122.300048828125,1133.300048828125,1119.9000244140625,1132.9000244140625,1132.9000244140625,567.0,1105.742001953125,1189.3219989013671,4.0,2010.0
2010-04-06,1130.800048828125,1138.5,1122.699951171875,1135.0999755859375,1135.0999755859375,2490.0,1106.6600024414063,1189.3219989013671,4.0,2010.0
2010-04-07,1152.300048828125,1153.0,1132.5999755859375,1152.300048828125,1152.300048828125,1342.0,1107.8020043945312,1189.3219989013671,4.0,2010.0
2010-04-08,1152.199951171875,1152.300048828125,1144.0,1152.199951171875,1152.199951171875,254.0,1108.8880029296874,1189.3219989013671,4.0,2010.0
2010-04-09,1161.0999755859375,1164.800048828125,1150.5,1161.0999755859375,1161.0999755859375,505.0,1110.422001953125,1189.3219989013671,4.0,2010.0
2010-04-10,1161.5999755859375,1169.0,1154.5999755859375,1161.5999755859375,1161.5999755859375,483.0,1111.982001953125,1189.3219989013671,4.0,2010.0
2010-04-11,1161.5999755859375,1169.0,1154.5999755859375,1161.5999755859375,1161.5999755859375,483.0,1111.982001953125,1189.3219989013671,4.0,2010.0
2010-04-12,1161.5999755859375,1169.0,1154.5999755859375,1161.5999755859375,1161.5999755859375,483.0,1111.982001953125,1189.3219989013671,4.0,2010.0
2010-04-13,1152.800048828125,1157.0,1145.0,1152.800048828125,1152.800048828125,278.0,1113.3780029296875,1189.3219989013671,4.0,2010.0
2010-04-14,1159.0,1160.5999755859375,1151.199951171875,1159.0,1159.0,162.0,1114.472001953125,1189.3219989013671,4.0,2010.0
2010-04-15,1157.5,1159.800048828125,1151.0,1159.699951171875,1159.699951171875,179.0,1115.3180004882813,1189.3219989013671,4.0,2010.0
2010-04-16,1136.300048828125,1160.0,1130.4000244140625,1136.300048828125,1136.300048828125,483.0,1115.8160009765625,1189.3219989013671,4.0,2010.0
2010-04-17,1135.199951171875,1137.0999755859375,1124.0,1135.199951171875,1135.199951171875,145.0,1117.2719995117188,1189.3219989013671,4.0,2010.0
2010-04-18,1135.199951171875,1137.0999755859375,1124.0,1135.199951171875,1135.199951171875,145.0,1117.2719995117188,1189.3219989013671,4.0,2010.0
2010-04-19,1135.199951171875,1137.0999755859375,1124.0,1135.199951171875,1135.199951171875,145.0,1117.2719995117188,1189.3219989013671,4.0,2010.0
2010-04-20,1138.5999755859375,1145.800048828125,1136.0,1138.5999755859375,1138.5999755859375,80.0,1119.0,1189.3219989013671,4.0,2010.0
2010-04-21,1148.199951171875,1150.0,1138.4000244140625,1148.199951171875,1148.199951171875,68.0,1120.65,1189.3219989013671,4.0,2010.0
2010-04-22,1142.300048828125,1144.0,1133.5999755859375,1142.300048828125,1142.300048828125,213.0,1121.962001953125,1189.3219989013671,4.0,2010.0
2010-04-23,1153.0999755859375,1153.0999755859375,1153.0999755859375,1153.0999755859375,1153.0999755859375,40.0,1123.5080004882811,1189.3219989013671,4.0,2010.0
2010-04-24,1160.0999755859375,1160.0999755859375,1151.4000244140625,1153.5,1153.5,108.0,1124.6940014648437,1189.3219989013671,4.0,2010.0
2010-04-25,1160.0999755859375,1160.0999755859375,1151.4000244140625,1153.5,1153.5,108.0,1124.6940014648437,1189.3219989013671,4.0,2010.0
2010-04-26,1160.0999755859375,1160.0999755859375,1151.4000244140625,1153.5,1153.5,108.0,1124.6940014648437,1189.3219989013671,4.0,2010.0
2010-04-27,1152.800048828125,1170.699951171875,1148.5999755859375,1161.699951171875,1161.699951171875,213.0,1126.1380004882812,1189.3219989013671,4.0,2010.0
2010-04-28,1171.300048828125,1171.300048828125,1171.300048828125,1171.300048828125,1171.300048828125,299.0,1127.1780004882812,1189.3219989013671,4.0,2010.0
2010-04-29,1168.4000244140625,1171.199951171875,1164.0,1168.4000244140625,1168.4000244140625,166.0,1128.1560009765626,1189.3219989013671,4.0,2010.0
2010-04-30,1180.0999755859375,1181.300048828125,1170.0,1180.0999755859375,1180.0999755859375,146.0,1129.3980004882812,1189.3219989013671,4.0,2010.0
2010-05-01,1178.5999755859375,1187.5,1177.300048828125,1182.699951171875,1182.699951171875,90.0,1130.6259985351562,1189.3219989013671,5.0,2010.0
2010-05-02,1178.5999755859375,1187.5,1177.300048828125,1182.699951171875,1182.699951171875,90.0,1130.6259985351562,1189.3219989013671,5.0,2010.0
2010-05-03,1178.5999755859375,1187.5,1177.300048828125,1182.699951171875,1182.699951171875,90.0,1130.6259985351562,1189.3219989013671,5.0,2010.0
2010-05-04,1168.5999755859375,1191.800048828125,1168.300048828125,1168.5999755859375,1168.5999755859375,94.0,1131.7459985351563,1189.3219989013671,5.0,2010.0
2010-05-05,1174.5999755859375,1177.199951171875,1159.199951171875,1174.5999755859375,1174.5999755859375,98.0,1133.1839990234375,1189.3219989013671,5.0,2010.0
2010-05-06,1196.9000244140625,1210.5999755859375,1175.9000244140625,1196.9000244140625,1196.9000244140625,79.0,1135.1919995117187,1189.3219989013671,5.0,2010.0
2010-05-07,1210.0,1210.800048828125,1194.5999755859375,1210.0,1210.0,112.0,1137.2359985351563,1189.3219989013671,5.0,2010.0
2010-05-08,1200.4000244140625,1203.800048828125,1189.199951171875,1200.4000244140625,1200.4000244140625,118.0,1138.877998046875,1189.3219989013671,5.0,2010.0
2010-05-09,1200.4000244140625,1203.800048828125,1189.199951171875,1200.4000244140625,1200.4000244140625,118.0,1138.877998046875,1189.3219989013671,5.0,2010.0
2010-05-10,1200.4000244140625,1203.800048828125,1189.199951171875,1200.4000244140625,1200.4000244140625,118.0,1138.877998046875,1189.3219989013671,5.0,2010.0
2010-05-11,1219.9000244140625,1233.5,1201.5,1219.9000244140625,1219.9000244140625,201.0,1140.9199975585936,1189.3219989013671,5.0,2010.0
2010-05-12,1242.699951171875,1246.5,1227.0999755859375,1242.699951171875,1242.699951171875,213.0,1143.03599609375,1189.3219989013671,5.0,2010.0
2010-05-13,1235.300048828125,1240.0,1228.699951171875,1228.800048828125,1228.800048828125,37.0,1144.757998046875,1189.3219989013671,5.0,2010.0
2010-05-14,1227.4000244140625,1227.4000244140625,1227.4000244140625,1227.4000244140625,1227.4000244140625,99.0,1146.6539990234376,1189.3219989013671,5.0,2010.0
2010-05-15,1233.300048828125,1235.9000244140625,1225.199951171875,1227.699951171875,1227.699951171875,49.0,1148.5119970703124,1189.3219989013671,5.0,2010.0
2010-05-16,1233.300048828125,1235.9000244140625,1225.199951171875,1227.699951171875,1227.699951171875,49.0,1148.5119970703124,1189.3219989013671,5.0,2010.0
2010-05-17,1233.300048828125,1235.9000244140625,1225.199951171875,1227.699951171875,1227.699951171875,49.0,1148.5119970703124,1189.3219989013671,5.0,2010.0
2010-05-18,1214.300048828125,1216.0999755859375,1208.199951171875,1214.300048828125,1214.300048828125,73.0,1150.3259985351563,1189.3219989013671,5.0,2010.0
2010-05-19,1192.5999755859375,1192.5999755859375,1192.5999755859375,1192.5999755859375,1192.5999755859375,75.0,1151.737998046875,1189.3219989013671,5.0,2010.0
2010-05-20,1187.800048828125,1191.800048828125,1179.4000244140625,1187.800048828125,1187.800048828125,297.0,1153.337998046875,1189.3219989013671,5.0,2010.0
2010-05-21,1175.699951171875,1175.699951171875,1175.699951171875,1175.699951171875,1175.699951171875,177.0,1154.6919970703125,1189.3219989013671,5.0,2010.0
2010-05-22,1193.800048828125,1193.800048828125,1193.800048828125,1193.800048828125,1193.800048828125,14.0,1156.537998046875,1189.3219989013671,5.0,2010.0
2010-05-23,1193.800048828125,1193.800048828125,1193.800048828125,1193.800048828125,1193.800048828125,14.0,1156.537998046875,1189.3219989013671,5.0,2010.0
2010-05-24,1193.800048828125,1193.800048828125,1193.800048828125,1193.800048828125,1193.800048828125,14.0,1156.537998046875,1189.3219989013671,5.0,2010.0
2010-05-25,1197.800048828125,1200.0,1195.5999755859375,1197.800048828125,1197.800048828125,9.0,1158.3919995117187,1189.3219989013671,5.0,2010.0
2010-05-26,1213.300048828125,1213.300048828125,1213.300048828125,1213.300048828125,1213.300048828125,237497.0,1160.2140014648437,1189.3219989013671,5.0,2010.0
2010-05-27,1211.699951171875,1218.5,1205.4000244140625,1211.9000244140625,1211.9000244140625,109434.0,1161.972001953125,1189.3219989013671,5.0,2010.0
2010-05-28,1210.4000244140625,1214.800048828125,1201.0999755859375,1212.199951171875,1212.199951171875,12895.0,1163.6680004882812,1189.3219989013671,5.0,2010.0
2010-05-29,1224.800048828125,1228.199951171875,1209.300048828125,1224.800048828125,1224.800048828125,4547.0,1166.0160009765625,1189.3219989013671,6.0,2010.0
2010-05-30,1224.800048828125,1228.199951171875,1209.300048828125,1224.800048828125,1224.800048828125,4547.0,1166.0160009765625,1189.3219989013671,6.0,2010.0
2010-05-31,1224.800048828125,1228.199951171875,1209.300048828125,1224.800048828125,1224.800048828125,4547.0,1166.0160009765625,1189.3219989013671,6.0,2010.0
2010-06-01,1224.800048828125,1228.199951171875,1209.300048828125,1224.800048828125,1224.800048828125,4547.0,1166.0160009765625,1189.3219989013671,6.0,2010.0
2010-06-02,1220.5999755859375,1225.800048828125,1213.199951171875,1220.5999755859375,1220.5999755859375,2799.0,1168.4419995117187,1189.3219989013671,6.0,2010.0
2010-06-03,1208.300048828125,1224.0,1201.0,1208.300048828125,1208.300048828125,1552.0,1170.5380004882813,1189.3219989013671,6.0,2010.0
2010-06-04,1207.5999755859375,1220.4000244140625,1196.9000244140625,1216.199951171875,1216.199951171875,1070.0,1173.09,1189.3219989013671,6.0,2010.0
2010-06-05,1239.300048828125,1244.699951171875,1211.0,1239.300048828125,1239.300048828125,859.0,1176.022001953125,1189.3219989013671,6.0,2010.0
2010-06-06,1239.300048828125,1244.699951171875,1211.0,1239.300048828125,1239.300048828125,859.0,1176.022001953125,1189.3219989013671,6.0,2010.0
2010-06-07,1239.300048828125,1244.699951171875,1211.0,1239.300048828125,1239.300048828125,859.0,1176.022001953125,1189.3219989013671,6.0,2010.0
2010-06-08,1241.5,1252.0999755859375,1234.0999755859375,1244.0,1244.0,763.0,1178.8180029296875,1189.3219989013671,6.0,2010.0
2010-06-09,1237.0,1238.199951171875,1222.0,1228.5,1228.5,446.0,1181.182001953125,1189.3219989013671,6.0,2010.0
2010-06-10,1232.800048828125,1233.5,1215.0999755859375,1220.800048828125,1220.800048828125,488.0,1183.5080029296876,1189.3219989013671,6.0,2010.0
2010-06-11,1228.9000244140625,1229.5999755859375,1218.0,1228.9000244140625,1228.9000244140625,481.0,1185.8200024414064,1189.3219989013671,6.0,2010.0
2010-06-12,1223.199951171875,1232.699951171875,1217.699951171875,1223.300048828125,1223.300048828125,989.0,1187.78400390625,1189.3219989013671,6.0,2010.0
2010-06-13,1223.199951171875,1232.699951171875,1217.699951171875,1223.300048828125,1223.300048828125,989.0,1187.78400390625,1189.3219989013671,6.0,2010.0
2010-06-14,1223.199951171875,1232.699951171875,1217.699951171875,1223.300048828125,1223.300048828125,989.0,1187.78400390625,1189.3219989013671,6.0,2010.0
2010-06-15,1222.5999755859375,1236.0,1222.4000244140625,1233.199951171875,1233.199951171875,251.0,1189.7900024414062,1189.3219989013671,6.0,2010.0
2010-06-16,1229.300048828125,1229.300048828125,1229.300048828125,1229.300048828125,1229.300048828125,318.0,1191.67400390625,1189.3219989013671,6.0,2010.0
2010-06-17,1233.9000244140625,1251.0999755859375,1233.9000244140625,1247.5,1247.5,266.0,1193.5780029296875,1189.3219989013671,6.0,2010.0
2010-06-18,1247.699951171875,1261.5,1242.9000244140625,1257.199951171875,1257.199951171875,130.0,1195.6780029296874,1189.3219989013671,6.0,2010.0
2010-06-19,1257.4000244140625,1264.800048828125,1232.0,1239.699951171875,1239.699951171875,219.0,1197.2500024414062,1189.3219989013671,6.0,2010.0
2010-06-20,1257.4000244140625,1264.800048828125,1232.0,1239.699951171875,1239.699951171875,219.0,1197.2500024414062,1189.3219989013671,6.0,2010.0
2010-06-21,1257.4000244140625,1264.800048828125,1232.0,1239.699951171875,1239.699951171875,219.0,1197.2500024414062,1189.3219989013671,6.0,2010.0
2010-06-22,1239.9000244140625,1242.800048828125,1232.0999755859375,1239.9000244140625,1239.9000244140625,172.0,1198.8160034179687,1189.3219989013671,6.0,2010.0
2010-06-23,1233.9000244140625,1245.0999755859375,1226.9000244140625,1234.0999755859375,1234.0999755859375,100.0,1200.442001953125,1189.3219989013671,6.0,2010.0
2010-06-24,1236.4000244140625,1248.0999755859375,1230.699951171875,1245.5,1245.5,253.0,1202.172001953125,1189.3219989013671,6.0,2010.0
2010-06-25,1246.699951171875,1256.9000244140625,1243.699951171875,1255.800048828125,1255.800048828125,159.0,1204.09400390625,1189.3219989013671,6.0,2010.0
2010-06-26,1238.199951171875,1238.199951171875,1238.199951171875,1238.199951171875,1238.199951171875,351.0,1206.132001953125,1189.3219989013671,6.0,2010.0
2010-06-27,1238.199951171875,1238.199951171875,1238.199951171875,1238.199951171875,1238.199951171875,351.0,1206.132001953125,1189.3219989013671,6.0,2010.0
2010-06-28,1238.199951171875,1238.199951171875,1238.199951171875,1238.199951171875,1238.199951171875,351.0,1206.132001953125,1189.3219989013671,6.0,2010.0
2010-06-29,1242.0,1245.0,1228.5,1242.0,1242.0,417.0,1208.2680029296876,1189.3219989013671,6.0,2010.0
2010-06-30,1245.5,1246.199951171875,1236.699951171875,1245.5,1245.5,73.0,1210.4060034179688,1189.3219989013671,6.0,2010.0
2010-07-01,1206.300048828125,1242.4000244140625,1204.5,1206.300048828125,1206.300048828125,50.0,1211.5680053710937,1189.3219989013671,7.0,2010.0
2010-07-02,1201.4000244140625,1211.5999755859375,1200.800048828125,1207.4000244140625,1207.4000244140625,169.0,1212.8700048828125,1189.3219989013671,7.0,2010.0
2010-07-03,1207.300048828125,1211.800048828125,1190.5,1194.800048828125,1194.800048828125,52.0,1213.7040063476563,1189.3219989013671,7.0,2010.0
